,freq,statinfo,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),sex,age,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
24078,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SE,Sweden,2022,7.6
24079,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SE,Sweden,2023,7.8
24080,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SE,Sweden,2024,7.9
24081,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SI,Slovenia,2013,7.3
24082,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SI,Slovenia,2018,7.5
24083,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SI,Slovenia,2021,7.5
24084,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SI,Slovenia,2022,7.6
24085,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SI,Slovenia,2023,7.8
24086,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SI,Slovenia,2024,7.8
24087,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SK,Slovakia,2013,7.0
24088,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SK,Slovakia,2018,6.4
24089,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SK,Slovakia,2021,7.0
24090,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SK,Slovakia,2022,6.9
24091,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SK,Slovakia,2023,6.9
24092,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,SK,Slovakia,2024,7.2
24093,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,TR,Türkiye,2013,6.1
24094,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,TR,Türkiye,2018,6.5
24095,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,TR,Türkiye,2021,5.9
24096,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,TR,Türkiye,2022,6.5
24097,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,TR,Türkiye,2023,6.4
24098,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,TR,Türkiye,2024,6.3
24099,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,UK,United Kingdom,2013,7.7
24100,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,UK,United Kingdom,2018,7.9
24101,A,AVG,Rating (0-10),ED5-8,Tertiary education (levels 5-8),T,Y_GE75,XK,Kosovo*,2018,
24102,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,AL,Albania,2018,6.2
24103,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,AL,Albania,2021,6.2
24104,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,AT,Austria,2013,8.4
24105,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,AT,Austria,2018,8.4
24106,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,AT,Austria,2021,8.2
24107,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,AT,Austria,2022,8.1
24108,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,AT,Austria,2023,7.9
24109,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,AT,Austria,2024,7.6
24110,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BE,Belgium,2013,7.8
24111,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BE,Belgium,2018,7.9
24112,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BE,Belgium,2021,7.6
24113,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BE,Belgium,2022,7.8
24114,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BE,Belgium,2023,7.8
24115,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BE,Belgium,2024,8.0
24116,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BG,Bulgaria,2013,6.4
24117,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BG,Bulgaria,2018,6.7
24118,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BG,Bulgaria,2021,6.7
24119,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BG,Bulgaria,2022,6.6
24120,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BG,Bulgaria,2023,7.0
24121,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,BG,Bulgaria,2024,7.4
24122,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CH,Switzerland,2013,8.3
24123,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CH,Switzerland,2018,8.4
24124,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CH,Switzerland,2021,7.9
24125,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CH,Switzerland,2022,7.6
24126,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CH,Switzerland,2023,6.9
24127,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CY,Cyprus,2013,7.3
24128,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CY,Cyprus,2018,8.1
24129,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CY,Cyprus,2021,7.3
24130,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CY,Cyprus,2022,7.6
24131,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CY,Cyprus,2023,8.2
24132,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CY,Cyprus,2024,8.1
24133,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CZ,Czechia,2013,7.9
24134,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CZ,Czechia,2018,8.2
24135,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CZ,Czechia,2021,8.1
24136,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CZ,Czechia,2022,8.1
24137,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CZ,Czechia,2023,8.3
24138,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,CZ,Czechia,2024,8.1
24139,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DE,Germany,2013,7.7
24140,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DE,Germany,2018,8.0
24141,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DE,Germany,2021,
24142,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DE,Germany,2022,6.6
24143,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DE,Germany,2023,7.6
24144,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DE,Germany,2024,7.5
24145,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DK,Denmark,2013,8.3
24146,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DK,Denmark,2018,7.3
24147,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DK,Denmark,2021,6.8
24148,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DK,Denmark,2022,7.4
24149,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DK,Denmark,2023,7.5
24150,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,DK,Denmark,2024,7.5
24151,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EA20,Euro area – 20 countries (from 2023),2022,7.6
24152,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EA20,Euro area – 20 countries (from 2023),2023,7.7
24153,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EA20,Euro area – 20 countries (from 2023),2024,7.7
24154,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EE,Estonia,2013,7.6
24155,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EE,Estonia,2018,7.9
24156,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EE,Estonia,2021,7.6
24157,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EE,Estonia,2022,7.6
24158,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EE,Estonia,2023,7.9
24159,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EE,Estonia,2024,7.8
24160,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EL,Greece,2013,7.3
24161,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EL,Greece,2018,7.4
24162,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EL,Greece,2021,7.7
24163,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EL,Greece,2022,7.7
24164,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EL,Greece,2023,7.8
24165,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EL,Greece,2024,7.7
24166,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,ES,Spain,2013,7.6
24167,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,ES,Spain,2018,8.0
24168,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,ES,Spain,2021,7.9
24169,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,ES,Spain,2022,7.9
24170,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,ES,Spain,2023,7.9
24171,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,ES,Spain,2024,7.9
24172,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2013,7.8
24173,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2018,7.9
24174,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2021,
24175,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2022,7.7
24176,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2023,7.8
24177,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,EU27_2020,European Union - 27 countries (from 2020),2024,7.7
24178,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FI,Finland,2013,8.4
24179,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FI,Finland,2018,8.4
24180,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FI,Finland,2021,7.9
24181,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FI,Finland,2022,8.0
24182,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FI,Finland,2023,7.9
24183,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FI,Finland,2024,7.9
24184,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FR,France,2013,7.9
24185,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FR,France,2018,8.1
24186,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FR,France,2021,7.3
24187,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FR,France,2022,7.8
24188,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FR,France,2023,7.7
24189,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,FR,France,2024,7.9
24190,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HR,Croatia,2013,8.1
24191,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HR,Croatia,2018,8.2
24192,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HR,Croatia,2021,7.7
24193,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HR,Croatia,2022,8.1
24194,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HR,Croatia,2023,8.3
24195,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HR,Croatia,2024,8.4
24196,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HU,Hungary,2013,7.6
24197,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HU,Hungary,2018,7.4
24198,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HU,Hungary,2021,7.5
24199,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HU,Hungary,2022,7.8
24200,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HU,Hungary,2023,8.2
24201,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,HU,Hungary,2024,8.2
24202,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IE,Ireland,2013,7.6
24203,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IE,Ireland,2018,7.8
24204,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IE,Ireland,2021,6.9
24205,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IE,Ireland,2022,7.2
24206,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IE,Ireland,2023,7.5
24207,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IE,Ireland,2024,7.5
24208,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IS,Iceland,2013,7.9
24209,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IS,Iceland,2018,7.8
24210,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IT,Italy,2013,7.4
24211,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IT,Italy,2018,7.7
24212,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IT,Italy,2021,7.8
24213,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IT,Italy,2022,7.8
24214,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IT,Italy,2023,7.6
24215,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,IT,Italy,2024,7.5
24216,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LT,Lithuania,2013,8.4
24217,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LT,Lithuania,2018,7.9
24218,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LT,Lithuania,2021,7.7
24219,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LT,Lithuania,2022,7.9
24220,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LT,Lithuania,2023,8.2
24221,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LT,Lithuania,2024,8.3
24222,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LU,Luxembourg,2013,7.9
24223,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LU,Luxembourg,2018,7.8
24224,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LU,Luxembourg,2021,7.5
24225,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LU,Luxembourg,2022,7.7
24226,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LU,Luxembourg,2023,7.6
24227,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LU,Luxembourg,2024,7.7
24228,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LV,Latvia,2013,7.6
24229,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LV,Latvia,2018,7.8
24230,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LV,Latvia,2021,7.3
24231,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LV,Latvia,2022,7.7
24232,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LV,Latvia,2023,7.6
24233,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,LV,Latvia,2024,7.4
24234,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,ME,Montenegro,2013,7.4
24235,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,ME,Montenegro,2018,7.6
24236,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,ME,Montenegro,2021,7.7
24237,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,ME,Montenegro,2022,6.7
24238,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,MK,North Macedonia,2013,
24239,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,MK,North Macedonia,2018,7.3
24240,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,MT,Malta,2013,7.4
24241,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,MT,Malta,2018,7.7
24242,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,MT,Malta,2021,7.2
24243,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,MT,Malta,2022,7.8
24244,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,MT,Malta,2023,7.7
24245,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,MT,Malta,2024,7.8
24246,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NL,Netherlands,2013,8.2
24247,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NL,Netherlands,2018,7.5
24248,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NL,Netherlands,2021,7.7
24249,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NL,Netherlands,2022,7.6
24250,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NL,Netherlands,2023,7.2
24251,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NL,Netherlands,2024,7.4
24252,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NO,Norway,2013,8.2
24253,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NO,Norway,2018,8.0
24254,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NO,Norway,2021,7.6
24255,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NO,Norway,2022,7.7
24256,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NO,Norway,2023,7.9
24257,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,NO,Norway,2024,7.6
24258,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PL,Poland,2013,8.4
24259,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PL,Poland,2018,8.5
24260,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PL,Poland,2021,8.2
24261,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PL,Poland,2022,8.2
24262,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PL,Poland,2023,7.7
24263,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PL,Poland,2024,7.7
24264,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PT,Portugal,2013,8.0
24265,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PT,Portugal,2018,8.4
24266,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PT,Portugal,2021,
24267,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PT,Portugal,2022,7.1
24268,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PT,Portugal,2023,8.5
24269,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,PT,Portugal,2024,7.7
24270,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RO,Romania,2013,8.3
24271,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RO,Romania,2018,8.2
24272,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RO,Romania,2021,8.3
24273,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RO,Romania,2022,8.2
24274,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RO,Romania,2023,8.5
24275,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RO,Romania,2024,8.3
24276,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RS,Serbia,2013,6.7
24277,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RS,Serbia,2018,7.3
24278,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RS,Serbia,2021,7.3
24279,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RS,Serbia,2022,7.3
24280,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,RS,Serbia,2023,7.8
24281,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SE,Sweden,2013,7.7
24282,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SE,Sweden,2018,8.0
24283,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SE,Sweden,2021,7.6
24284,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SE,Sweden,2022,7.3
24285,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SE,Sweden,2023,7.3
24286,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SE,Sweden,2024,7.4
24287,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SI,Slovenia,2013,8.0
24288,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SI,Slovenia,2018,8.6
24289,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SI,Slovenia,2021,8.2
24290,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SI,Slovenia,2022,8.5
24291,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SI,Slovenia,2023,8.0
24292,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SI,Slovenia,2024,8.6
24293,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SK,Slovakia,2013,8.1
24294,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SK,Slovakia,2018,8.2
24295,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SK,Slovakia,2021,8.4
24296,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SK,Slovakia,2022,7.8
24297,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SK,Slovakia,2023,8.2
24298,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,SK,Slovakia,2024,8.2
24299,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,TR,Türkiye,2013,6.5
24300,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,TR,Türkiye,2018,6.3
24301,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,TR,Türkiye,2021,5.9
24302,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,TR,Türkiye,2022,5.7
24303,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,TR,Türkiye,2023,5.9
24304,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,TR,Türkiye,2024,6.0
24305,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,UK,United Kingdom,2013,7.4
24306,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,UK,United Kingdom,2018,7.5
24307,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-19,XK,Kosovo*,2018,6.6
24308,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-24,AL,Albania,2018,6.0
24309,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-24,AL,Albania,2021,6.1
24310,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-24,AT,Austria,2013,8.3
24311,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-24,AT,Austria,2018,8.3
24312,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-24,AT,Austria,2021,8.1
24313,A,AVG,Rating (0-10),TOTAL,All ISCED 2011 levels,F,Y16-24,AT,Austria,2022,8.1
